table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
12,1101,players_3,SmartPlayer,1,2,0,10,,30,True,4-clubs,6-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1102,players_3,SmartPlayer,1,2,10,0,10,15,True,2-diamonds,A-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1102,players_3,SmartPlayer,2,2,0,10,110,30,True,2-diamonds,A-diamonds,3-diamonds,K-diamonds,Q-diamonds,Z-N/A,Z-N/A
12,1102,players_3,SmartPlayer,3,2,0,110,210,330,True,2-diamonds,A-diamonds,3-diamonds,K-diamonds,Q-diamonds,Z-N/A,Z-N/A
12,1102,players_3,SmartPlayer,4,2,0,210,210,630,False,2-diamonds,A-diamonds,3-diamonds,K-diamonds,Q-diamonds,Z-N/A,Z-N/A
12,1102,players_3,SmartPlayer,5,2,0,210,310,630,True,2-diamonds,A-diamonds,3-clubs,3-diamonds,K-diamonds,Q-diamonds,Z-N/A
12,1102,players_3,SmartPlayer,6,2,0,310,410,930,True,2-diamonds,A-diamonds,3-clubs,3-diamonds,K-diamonds,Q-diamonds,Z-N/A
12,1102,players_3,SmartPlayer,7,2,0,410,410,1230,False,2-diamonds,A-diamonds,3-clubs,3-diamonds,K-diamonds,Q-diamonds,Z-N/A
12,1102,players_3,SmartPlayer,8,2,0,410,510,1230,True,2-diamonds,A-diamonds,3-clubs,3-diamonds,9-hearts,K-diamonds,Q-diamonds
12,1102,players_3,SmartPlayer,9,2,0,510,610,1530,True,2-diamonds,A-diamonds,3-clubs,3-diamonds,9-hearts,K-diamonds,Q-diamonds
12,1102,players_3,SmartPlayer,10,2,0,610,610,1830,False,2-diamonds,A-diamonds,3-clubs,3-diamonds,9-hearts,K-diamonds,Q-diamonds
12,1103,players_3,SmartPlayer,1,2,5,5,10,25,True,8-hearts,9-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1103,players_3,SmartPlayer,2,2,0,10,,30,True,8-hearts,9-diamonds,2-spades,3-spades,Q-diamonds,Z-N/A,Z-N/A
12,1104,players_3,SmartPlayer,1,2,0,10,10,30,True,4-spades,9-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1104,players_3,SmartPlayer,2,2,0,10,10,30,True,4-spades,9-spades,10-clubs,2-clubs,9-clubs,Z-N/A,Z-N/A
12,1104,players_3,SmartPlayer,3,2,0,10,10,30,True,4-spades,9-spades,10-clubs,2-clubs,6-clubs,9-clubs,Z-N/A
12,1104,players_3,SmartPlayer,4,2,0,10,,30,True,4-spades,9-spades,10-clubs,2-clubs,6-clubs,6-spades,9-clubs
12,1105,players_3,SmartPlayer,1,2,10,0,10,15,True,2-hearts,8-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1105,players_3,SmartPlayer,2,2,0,10,,30,True,2-hearts,8-clubs,5-clubs,5-diamonds,6-hearts,Z-N/A,Z-N/A
12,1106,players_3,SmartPlayer,1,2,5,5,10,25,True,8-hearts,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1106,players_3,SmartPlayer,2,2,0,10,10,30,True,8-hearts,A-clubs,3-hearts,4-hearts,7-clubs,Z-N/A,Z-N/A
12,1106,players_3,SmartPlayer,3,2,0,10,,30,True,8-hearts,A-clubs,3-hearts,4-hearts,7-clubs,9-clubs,Z-N/A
12,1107,players_3,SmartPlayer,1,2,0,10,10,30,True,5-clubs,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1107,players_3,SmartPlayer,2,2,0,10,,30,True,5-clubs,J-diamonds,3-hearts,4-diamonds,8-spades,Z-N/A,Z-N/A
12,1108,players_3,SmartPlayer,1,2,10,0,110,15,True,K-spades,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1108,players_3,SmartPlayer,2,2,0,110,210,330,True,K-spades,Q-diamonds,6-spades,A-clubs,K-diamonds,Z-N/A,Z-N/A
12,1108,players_3,SmartPlayer,3,2,0,210,310,630,True,K-spades,Q-diamonds,6-spades,A-clubs,K-diamonds,Z-N/A,Z-N/A
12,1108,players_3,SmartPlayer,4,2,0,310,310,930,False,K-spades,Q-diamonds,6-spades,A-clubs,K-diamonds,Z-N/A,Z-N/A
12,1108,players_3,SmartPlayer,5,2,0,310,410,930,True,K-spades,Q-diamonds,6-spades,A-clubs,K-clubs,K-diamonds,Z-N/A
12,1108,players_3,SmartPlayer,6,2,0,410,510,1230,True,K-spades,Q-diamonds,6-spades,A-clubs,K-clubs,K-diamonds,Z-N/A
12,1108,players_3,SmartPlayer,7,2,0,510,510,1530,False,K-spades,Q-diamonds,6-spades,A-clubs,K-clubs,K-diamonds,Z-N/A
12,1108,players_3,SmartPlayer,8,2,0,510,610,1530,True,K-spades,Q-diamonds,6-spades,8-spades,A-clubs,K-clubs,K-diamonds
12,1108,players_3,SmartPlayer,9,2,0,610,710,1830,True,K-spades,Q-diamonds,6-spades,8-spades,A-clubs,K-clubs,K-diamonds
12,1108,players_3,SmartPlayer,10,2,0,710,710,2130,False,K-spades,Q-diamonds,6-spades,8-spades,A-clubs,K-clubs,K-diamonds
12,1109,players_3,SmartPlayer,1,2,5,5,10,25,True,10-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1109,players_3,SmartPlayer,2,2,0,10,10,30,True,10-spades,J-hearts,8-spades,9-diamonds,A-clubs,Z-N/A,Z-N/A
12,1109,players_3,SmartPlayer,3,2,0,10,110,30,True,10-spades,J-hearts,8-spades,9-diamonds,A-clubs,Q-hearts,Z-N/A
12,1109,players_3,SmartPlayer,4,2,0,110,210,330,True,10-spades,J-hearts,7-hearts,8-spades,9-diamonds,A-clubs,Q-hearts
12,1110,players_3,SmartPlayer,1,2,0,10,,30,True,4-clubs,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1111,players_3,SmartPlayer,1,2,10,0,10,15,True,7-clubs,A-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
12,1111,players_3,SmartPlayer,2,2,0,10,110,30,True,7-clubs,A-diamonds,4-diamonds,6-hearts,7-spades,Z-N/A,Z-N/A
