table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
53,5201,players_3,CalculatedPlayer,1,5,30,0,,55,True,3-spades,A-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5202,players_3,CalculatedPlayer,1,5,30,0,30,65,True,3-hearts,3-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5202,players_3,CalculatedPlayer,2,3,20,30,50,155,True,3-hearts,3-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5202,players_3,CalculatedPlayer,3,3,0,50,50,215,False,3-hearts,3-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5202,players_3,CalculatedPlayer,4,3,120,50,,535,True,3-hearts,3-spades,2-diamonds,2-spades,A-spades,Z-N/A,Z-N/A
53,5203,players_3,CalculatedPlayer,1,4,125,5,,365,True,7-clubs,9-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5204,players_3,CalculatedPlayer,1,4,42.0,10,52.0,158.0,True,6-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5204,players_3,CalculatedPlayer,2,3,20.0,52.0,,260.0,True,6-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,1,5,10,0,10,15,True,10-clubs,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,2,3,20,10,30,60,True,10-clubs,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,3,3,20,30,50,140,False,10-clubs,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,4,3,20,50,70,220,True,10-clubs,K-hearts,10-hearts,A-hearts,Q-clubs,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,5,3,20,70,90,300,True,10-clubs,K-hearts,10-hearts,A-hearts,Q-clubs,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,6,3,0,90,90,360,False,10-clubs,K-hearts,10-hearts,A-hearts,Q-clubs,Z-N/A,Z-N/A
53,5205,players_3,CalculatedPlayer,7,3,20,90,110,380,True,10-clubs,K-hearts,10-hearts,6-diamonds,A-hearts,Q-clubs,Z-N/A
53,5205,players_3,CalculatedPlayer,8,3,20,110,130,460,True,10-clubs,K-hearts,10-hearts,6-diamonds,A-hearts,Q-clubs,Z-N/A
53,5205,players_3,CalculatedPlayer,9,3,0,130,130,520,False,10-clubs,K-hearts,10-hearts,6-diamonds,A-hearts,Q-clubs,Z-N/A
53,5205,players_3,CalculatedPlayer,10,3,20,130,150,540,True,10-clubs,K-hearts,10-hearts,6-diamonds,9-clubs,A-hearts,Q-clubs
53,5205,players_3,CalculatedPlayer,11,3,20,150,170,620,True,10-clubs,K-hearts,10-hearts,6-diamonds,9-clubs,A-hearts,Q-clubs
53,5205,players_3,CalculatedPlayer,12,3,0,170,170,680,False,10-clubs,K-hearts,10-hearts,6-diamonds,9-clubs,A-hearts,Q-clubs
53,5206,players_3,CalculatedPlayer,1,5,30,0,,45,True,3-hearts,8-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5207,players_3,CalculatedPlayer,1,5,30,0,,55,True,5-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
53,5208,players_3,CalculatedPlayer,1,5,130,0,130,365,True,5-hearts,A-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
