table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
22,2101,players_1,AlwaysCallPlayer,1,3,10,0,10,15,True,2-clubs,Q-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
22,2101,players_1,AlwaysCallPlayer,2,2,0,10,10,40,True,2-clubs,Q-spades,5-spades,A-clubs,A-diamonds,Z-N/A,Z-N/A
22,2101,players_1,AlwaysCallPlayer,3,2,0,10,10,40,True,2-clubs,Q-spades,5-spades,6-hearts,A-clubs,A-diamonds,Z-N/A
22,2101,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,2-clubs,Q-spades,5-spades,6-hearts,9-clubs,A-clubs,A-diamonds
22,2102,players_1,AlwaysCallPlayer,1,3,10,0,10,25,True,8-diamonds,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
22,2102,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,8-diamonds,Q-diamonds,4-spades,5-hearts,7-clubs,Z-N/A,Z-N/A
22,2102,players_1,AlwaysCallPlayer,3,3,0,10,10,40,True,8-diamonds,Q-diamonds,10-spades,4-spades,5-hearts,7-clubs,Z-N/A
22,2102,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,8-diamonds,Q-diamonds,10-spades,4-spades,5-hearts,7-clubs,Q-hearts
22,2103,players_1,AlwaysCallPlayer,1,3,5,5,10,35,True,2-diamonds,7-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
22,2103,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,2-diamonds,7-spades,6-spades,7-hearts,Q-hearts,Z-N/A,Z-N/A
22,2103,players_1,AlwaysCallPlayer,3,3,0,10,10,40,True,2-diamonds,7-spades,6-spades,7-hearts,K-clubs,Q-hearts,Z-N/A
22,2103,players_1,AlwaysCallPlayer,4,3,100,10,110,140,True,2-diamonds,7-spades,6-spades,7-hearts,K-clubs,Q-hearts,Z-N/A
22,2103,players_1,AlwaysCallPlayer,5,3,100,110,210,540,False,2-diamonds,7-spades,6-spades,7-hearts,K-clubs,Q-hearts,Z-N/A
