table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
46,4501,players_3,AlwaysCallPlayer,1,5,10,0,10,35,True,3-clubs,3-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
46,4501,players_3,AlwaysCallPlayer,2,4,0,10,10,60,True,3-clubs,3-spades,2-diamonds,7-spades,A-diamonds,Z-N/A,Z-N/A
46,4501,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,3-clubs,3-spades,2-diamonds,7-spades,9-clubs,A-diamonds,Z-N/A
46,4501,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,3-clubs,3-spades,2-diamonds,7-spades,9-clubs,9-diamonds,A-diamonds
46,4502,players_3,AlwaysCallPlayer,1,5,10,0,10,45,True,2-clubs,J-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
46,4502,players_3,AlwaysCallPlayer,2,4,0,10,10,60,True,2-clubs,J-clubs,J-spades,K-spades,Q-hearts,Z-N/A,Z-N/A
46,4502,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,2-clubs,J-clubs,7-spades,J-spades,K-spades,Q-hearts,Z-N/A
46,4502,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,2-clubs,J-clubs,4-clubs,7-spades,J-spades,K-spades,Q-hearts
46,4503,players_3,AlwaysCallPlayer,1,5,5,5,10,55,True,6-spades,7-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
46,4503,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,6-spades,7-hearts,10-clubs,5-hearts,6-clubs,Z-N/A,Z-N/A
46,4503,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,6-spades,7-hearts,10-clubs,5-hearts,6-clubs,6-diamonds,Z-N/A
46,4503,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,6-spades,7-hearts,10-clubs,10-diamonds,5-hearts,6-clubs,6-diamonds
46,4504,players_3,AlwaysCallPlayer,1,5,0,10,10,60,True,4-clubs,A-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
46,4504,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,4-clubs,A-hearts,4-spades,7-spades,A-clubs,Z-N/A,Z-N/A
46,4504,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,4-clubs,A-hearts,4-spades,7-spades,A-clubs,Q-clubs,Z-N/A
46,4504,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,4-clubs,A-hearts,4-spades,7-spades,A-clubs,Q-clubs,Q-diamonds
46,4505,players_3,AlwaysCallPlayer,1,5,10,0,10,15,True,4-hearts,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
46,4505,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,4-hearts,6-spades,6-clubs,8-clubs,Q-clubs,Z-N/A,Z-N/A
46,4505,players_3,AlwaysCallPlayer,3,5,100,10,110,360,True,4-hearts,6-spades,6-clubs,8-clubs,Q-clubs,Z-N/A,Z-N/A
46,4505,players_3,AlwaysCallPlayer,4,5,100,110,210,960,False,4-hearts,6-spades,6-clubs,8-clubs,Q-clubs,Z-N/A,Z-N/A
46,4505,players_3,AlwaysCallPlayer,5,5,0,210,210,1260,True,4-hearts,6-spades,6-clubs,8-clubs,J-hearts,Q-clubs,Z-N/A
46,4505,players_3,AlwaysCallPlayer,6,5,100,210,310,1560,True,4-hearts,6-spades,6-clubs,8-clubs,J-hearts,Q-clubs,Z-N/A
46,4505,players_3,AlwaysCallPlayer,7,5,100,310,410,2160,False,4-hearts,6-spades,6-clubs,8-clubs,J-hearts,Q-clubs,Z-N/A
46,4505,players_3,AlwaysCallPlayer,8,5,0,410,410,2460,True,4-hearts,6-spades,6-clubs,8-clubs,J-hearts,J-spades,Q-clubs
46,4505,players_3,AlwaysCallPlayer,9,5,100,410,510,2760,True,4-hearts,6-spades,6-clubs,8-clubs,J-hearts,J-spades,Q-clubs
