table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
31,3001,players_1,AlwaysCallPlayer,1,4,10,0,10,15,True,3-spades,Q-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3001,players_1,AlwaysCallPlayer,2,4,0,10,10,50,True,3-spades,Q-spades,2-clubs,2-hearts,Q-hearts,Z-N/A,Z-N/A
31,3001,players_1,AlwaysCallPlayer,3,3,0,10,10,50,True,3-spades,Q-spades,2-clubs,2-hearts,9-clubs,Q-hearts,Z-N/A
31,3001,players_1,AlwaysCallPlayer,4,3,0,10,10,50,True,3-spades,Q-spades,2-clubs,2-hearts,8-diamonds,9-clubs,Q-hearts
31,3002,players_1,AlwaysCallPlayer,1,4,110,0,110,125,True,4-diamonds,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3002,players_1,AlwaysCallPlayer,2,4,100,110,210,650,True,4-diamonds,J-hearts,10-spades,5-diamonds,A-diamonds,Z-N/A,Z-N/A
31,3002,players_1,AlwaysCallPlayer,3,4,100,210,310,1150,True,4-diamonds,J-hearts,10-spades,5-diamonds,A-diamonds,Z-N/A,Z-N/A
31,3002,players_1,AlwaysCallPlayer,4,4,0,310,310,1550,False,4-diamonds,J-hearts,10-spades,5-diamonds,A-diamonds,Z-N/A,Z-N/A
31,3002,players_1,AlwaysCallPlayer,5,4,100,310,410,1650,True,4-diamonds,J-hearts,10-spades,5-diamonds,9-diamonds,A-diamonds,Z-N/A
31,3002,players_1,AlwaysCallPlayer,6,4,100,410,510,2150,True,4-diamonds,J-hearts,10-spades,5-diamonds,9-diamonds,A-diamonds,Z-N/A
31,3002,players_1,AlwaysCallPlayer,7,4,0,510,510,2550,False,4-diamonds,J-hearts,10-spades,5-diamonds,9-diamonds,A-diamonds,Z-N/A
31,3002,players_1,AlwaysCallPlayer,8,4,100,510,610,2650,True,4-diamonds,J-hearts,10-spades,5-diamonds,9-clubs,9-diamonds,A-diamonds
31,3002,players_1,AlwaysCallPlayer,9,4,100,610,710,3150,True,4-diamonds,J-hearts,10-spades,5-diamonds,9-clubs,9-diamonds,A-diamonds
31,3002,players_1,AlwaysCallPlayer,10,4,0,710,710,3550,False,4-diamonds,J-hearts,10-spades,5-diamonds,9-clubs,9-diamonds,A-diamonds
31,3003,players_1,AlwaysCallPlayer,1,4,10,0,10,35,True,4-hearts,8-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3003,players_1,AlwaysCallPlayer,2,3,0,10,10,50,True,4-hearts,8-spades,3-spades,4-diamonds,J-diamonds,Z-N/A,Z-N/A
31,3003,players_1,AlwaysCallPlayer,3,3,0,10,10,50,True,4-hearts,8-spades,3-spades,4-diamonds,J-diamonds,Q-hearts,Z-N/A
31,3003,players_1,AlwaysCallPlayer,4,3,0,10,10,50,True,4-hearts,8-spades,3-spades,4-diamonds,J-diamonds,J-spades,Q-hearts
31,3004,players_1,AlwaysCallPlayer,1,4,5,5,10,45,True,6-hearts,9-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3004,players_1,AlwaysCallPlayer,2,4,0,10,10,50,True,6-hearts,9-clubs,10-clubs,J-hearts,Q-clubs,Z-N/A,Z-N/A
31,3004,players_1,AlwaysCallPlayer,3,3,0,10,10,50,True,6-hearts,9-clubs,10-clubs,A-clubs,J-hearts,Q-clubs,Z-N/A
31,3004,players_1,AlwaysCallPlayer,4,3,0,10,10,50,True,6-hearts,9-clubs,10-clubs,5-spades,A-clubs,J-hearts,Q-clubs
31,3005,players_1,AlwaysCallPlayer,1,4,0,10,10,50,True,6-hearts,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3005,players_1,AlwaysCallPlayer,2,4,100,10,110,150,True,6-hearts,J-diamonds,6-clubs,7-clubs,8-diamonds,Z-N/A,Z-N/A
31,3005,players_1,AlwaysCallPlayer,3,4,100,110,210,650,True,6-hearts,J-diamonds,6-clubs,7-clubs,7-hearts,8-diamonds,Z-N/A
31,3005,players_1,AlwaysCallPlayer,4,4,0,210,210,1050,True,6-hearts,J-diamonds,6-clubs,7-clubs,7-hearts,8-diamonds,Q-clubs
31,3006,players_1,AlwaysCallPlayer,1,4,10,0,10,15,True,2-diamonds,J-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3006,players_1,AlwaysCallPlayer,2,4,0,10,10,50,True,2-diamonds,J-clubs,6-hearts,9-diamonds,K-clubs,Z-N/A,Z-N/A
31,3006,players_1,AlwaysCallPlayer,3,4,0,10,10,50,True,2-diamonds,J-clubs,4-hearts,6-hearts,9-diamonds,K-clubs,Z-N/A
31,3006,players_1,AlwaysCallPlayer,4,4,0,10,10,50,True,2-diamonds,J-clubs,4-hearts,4-spades,6-hearts,9-diamonds,K-clubs
31,3007,players_1,AlwaysCallPlayer,1,4,10,0,10,25,True,10-clubs,Q-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
31,3007,players_1,AlwaysCallPlayer,2,4,100,10,110,150,True,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Z-N/A,Z-N/A
31,3007,players_1,AlwaysCallPlayer,3,4,100,110,210,650,True,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Z-N/A,Z-N/A
31,3007,players_1,AlwaysCallPlayer,4,4,0,210,210,1050,False,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Z-N/A,Z-N/A
31,3007,players_1,AlwaysCallPlayer,5,4,100,210,310,1150,True,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Q-diamonds,Z-N/A
31,3007,players_1,AlwaysCallPlayer,6,4,100,310,410,1650,True,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Q-diamonds,Z-N/A
31,3007,players_1,AlwaysCallPlayer,7,4,0,410,410,2050,False,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,Q-diamonds,Z-N/A
31,3007,players_1,AlwaysCallPlayer,8,4,100,410,510,2150,True,10-clubs,Q-spades,2-clubs,4-clubs,5-clubs,K-diamonds,Q-diamonds
