table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
28,2701,players_1,AlwaysCallPlayer,1,3,10,0,10,15,True,10-spades,7-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2701,players_1,AlwaysCallPlayer,2,2,0,10,10,40,True,10-spades,7-diamonds,6-spades,9-hearts,K-diamonds,Z-N/A,Z-N/A
28,2701,players_1,AlwaysCallPlayer,3,2,0,10,10,40,True,10-spades,7-diamonds,2-diamonds,6-spades,9-hearts,K-diamonds,Z-N/A
28,2701,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,10-spades,7-diamonds,2-diamonds,4-hearts,6-spades,9-hearts,K-diamonds
28,2702,players_1,AlwaysCallPlayer,1,3,10,0,10,25,True,7-diamonds,8-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2702,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,7-diamonds,8-hearts,5-clubs,8-diamonds,A-spades,Z-N/A,Z-N/A
28,2702,players_1,AlwaysCallPlayer,3,3,0,10,10,40,True,7-diamonds,8-hearts,4-spades,5-clubs,8-diamonds,A-spades,Z-N/A
28,2702,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,7-diamonds,8-hearts,4-spades,5-clubs,8-diamonds,A-spades,Q-spades
28,2703,players_1,AlwaysCallPlayer,1,3,5,5,10,35,True,8-spades,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2703,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,8-spades,9-hearts,3-spades,7-clubs,Q-clubs,Z-N/A,Z-N/A
28,2703,players_1,AlwaysCallPlayer,3,3,0,10,10,40,True,8-spades,9-hearts,3-spades,7-clubs,7-diamonds,Q-clubs,Z-N/A
28,2703,players_1,AlwaysCallPlayer,4,3,0,10,10,40,True,8-spades,9-hearts,3-spades,7-clubs,7-diamonds,J-clubs,Q-clubs
28,2704,players_1,AlwaysCallPlayer,1,3,0,10,10,40,True,6-hearts,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2704,players_1,AlwaysCallPlayer,2,3,100,10,110,140,True,6-hearts,9-hearts,3-spades,7-spades,Q-clubs,Z-N/A,Z-N/A
28,2704,players_1,AlwaysCallPlayer,3,3,100,110,210,540,True,6-hearts,9-hearts,3-spades,6-clubs,7-spades,Q-clubs,Z-N/A
28,2704,players_1,AlwaysCallPlayer,4,3,100,210,310,940,True,6-hearts,9-hearts,3-spades,6-clubs,7-clubs,7-spades,Q-clubs
28,2705,players_1,AlwaysCallPlayer,1,3,10,0,10,15,True,4-hearts,6-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2705,players_1,AlwaysCallPlayer,2,3,100,10,110,140,True,4-hearts,6-clubs,10-hearts,8-diamonds,J-spades,Z-N/A,Z-N/A
28,2705,players_1,AlwaysCallPlayer,3,3,100,110,210,540,True,4-hearts,6-clubs,10-hearts,8-diamonds,J-spades,Z-N/A,Z-N/A
28,2705,players_1,AlwaysCallPlayer,4,3,0,210,210,840,False,4-hearts,6-clubs,10-hearts,8-diamonds,J-spades,Z-N/A,Z-N/A
28,2705,players_1,AlwaysCallPlayer,5,3,100,210,310,940,True,4-hearts,6-clubs,10-hearts,8-diamonds,J-hearts,J-spades,Z-N/A
28,2705,players_1,AlwaysCallPlayer,6,3,100,310,410,1340,True,4-hearts,6-clubs,10-hearts,8-diamonds,J-hearts,J-spades,Z-N/A
28,2705,players_1,AlwaysCallPlayer,7,3,0,410,410,1640,False,4-hearts,6-clubs,10-hearts,8-diamonds,J-hearts,J-spades,Z-N/A
28,2705,players_1,AlwaysCallPlayer,8,3,100,410,510,1740,True,4-hearts,6-clubs,10-hearts,8-diamonds,9-diamonds,J-hearts,J-spades
28,2705,players_1,AlwaysCallPlayer,9,3,100,510,610,2140,True,4-hearts,6-clubs,10-hearts,8-diamonds,9-diamonds,J-hearts,J-spades
28,2705,players_1,AlwaysCallPlayer,10,3,0,610,610,2440,False,4-hearts,6-clubs,10-hearts,8-diamonds,9-diamonds,J-hearts,J-spades
28,2706,players_1,AlwaysCallPlayer,1,3,10,0,10,25,True,10-spades,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2706,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,10-spades,K-spades,3-diamonds,J-hearts,Q-spades,Z-N/A,Z-N/A
28,2706,players_1,AlwaysCallPlayer,3,3,0,10,10,40,True,10-spades,K-spades,3-diamonds,J-hearts,Q-diamonds,Q-spades,Z-N/A
28,2706,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,10-spades,K-spades,3-diamonds,9-spades,J-hearts,Q-diamonds,Q-spades
28,2707,players_1,AlwaysCallPlayer,1,3,105,5,110,135,True,4-clubs,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2707,players_1,AlwaysCallPlayer,2,3,100,110,210,540,True,4-clubs,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2707,players_1,AlwaysCallPlayer,3,3,0,210,210,840,False,4-clubs,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
28,2707,players_1,AlwaysCallPlayer,4,3,0,210,210,840,True,4-clubs,6-spades,10-spades,2-clubs,J-diamonds,Z-N/A,Z-N/A
28,2707,players_1,AlwaysCallPlayer,5,3,0,210,210,840,True,4-clubs,6-spades,10-spades,2-clubs,4-hearts,J-diamonds,Z-N/A
28,2707,players_1,AlwaysCallPlayer,6,3,0,210,210,840,True,4-clubs,6-spades,10-spades,2-clubs,4-hearts,7-clubs,J-diamonds
28,2707,players_1,AlwaysCallPlayer,7,3,100,210,310,940,True,4-clubs,6-spades,10-spades,2-clubs,4-hearts,7-clubs,J-diamonds
28,2708,players_1,AlwaysCallPlayer,1,3,0,10,10,40,True,8-spades,9-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
