table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
55,5401,players_3,CalculatedPlayer,1,5,30,0,30,55,True,10-hearts,3-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5401,players_3,CalculatedPlayer,2,3,20,30,,145,True,10-hearts,3-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,1,5,30,0,30,65,True,6-clubs,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,2,4,146.0,30,176.0,584.0,True,6-clubs,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,3,4,26.0,176.0,202.0,994.0,False,6-clubs,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,4,2,20.0,202.0,222.0,1040.0,True,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,5,2,20.0,222.0,242.0,1100.0,True,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,6,2,0.0,242.0,242.0,1140.0,False,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,Z-N/A,Z-N/A
55,5402,players_3,CalculatedPlayer,7,2,20.0,242.0,262.0,1160.0,True,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,8-spades,Z-N/A
55,5402,players_3,CalculatedPlayer,8,2,20.0,262.0,282.0,1220.0,True,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,8-spades,Z-N/A
55,5402,players_3,CalculatedPlayer,9,2,0.0,282.0,282.0,1260.0,False,6-clubs,A-clubs,3-hearts,4-clubs,8-clubs,8-spades,Z-N/A
55,5402,players_3,CalculatedPlayer,10,2,20.0,282.0,,1280.0,True,6-clubs,A-clubs,3-hearts,4-clubs,7-diamonds,8-clubs,8-spades
55,5403,players_3,CalculatedPlayer,1,4,25,5,30,65,True,7-hearts,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,2,4,44.0,30,74.0,266.0,True,7-hearts,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,3,4,36.0,74.0,110.0,514.0,False,7-hearts,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,4,3,0.0,110.0,110.0,550.0,True,7-hearts,K-spades,4-clubs,K-diamonds,K-hearts,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,5,2,20.0,110.0,130.0,570.0,True,7-hearts,K-spades,4-clubs,K-diamonds,K-hearts,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,6,2,20.0,130.0,150.0,630.0,False,7-hearts,K-spades,4-clubs,K-diamonds,K-hearts,Z-N/A,Z-N/A
55,5403,players_3,CalculatedPlayer,7,2,0.0,150.0,150.0,670.0,True,7-hearts,K-spades,4-clubs,7-diamonds,K-diamonds,K-hearts,Z-N/A
55,5403,players_3,CalculatedPlayer,8,2,20.0,150.0,170.0,690.0,True,7-hearts,K-spades,4-clubs,7-diamonds,K-diamonds,K-hearts,Z-N/A
55,5403,players_3,CalculatedPlayer,9,2,20.0,170.0,190.0,750.0,False,7-hearts,K-spades,4-clubs,7-diamonds,K-diamonds,K-hearts,Z-N/A
55,5403,players_3,CalculatedPlayer,10,2,0.0,190.0,190.0,790.0,True,7-hearts,K-spades,4-clubs,5-clubs,7-diamonds,K-diamonds,K-hearts
55,5403,players_3,CalculatedPlayer,11,2,20.0,190.0,210.0,810.0,True,7-hearts,K-spades,4-clubs,5-clubs,7-diamonds,K-diamonds,K-hearts
55,5403,players_3,CalculatedPlayer,12,2,20.0,210.0,230.0,870.0,False,7-hearts,K-spades,4-clubs,5-clubs,7-diamonds,K-diamonds,K-hearts
55,5404,players_3,CalculatedPlayer,1,4,38.0,10,,142.0,True,3-hearts,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5405,players_3,CalculatedPlayer,1,5,10,0,,15,True,2-hearts,5-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5406,players_3,CalculatedPlayer,1,5,30,0,,45,True,4-hearts,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5407,players_3,CalculatedPlayer,1,5,30,0,,55,True,2-spades,Q-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5408,players_3,CalculatedPlayer,1,5,130,0,130,365,True,3-hearts,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5408,players_3,CalculatedPlayer,2,4,151.0,130,281.0,1104.0,True,3-hearts,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5408,players_3,CalculatedPlayer,3,4,39.0,281.0,,1571.0,False,3-hearts,Q-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5409,players_3,CalculatedPlayer,1,4,25,5,,65,True,2-clubs,3-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5410,players_3,CalculatedPlayer,1,4,41.0,10,51.0,154.0,True,3-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5410,players_3,CalculatedPlayer,2,4,51.0,51.0,102.0,399.0,True,3-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5410,players_3,CalculatedPlayer,3,4,0.0,102.0,102.0,510.0,False,3-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5410,players_3,CalculatedPlayer,4,4,20.0,102.0,,530.0,True,3-diamonds,J-diamonds,3-clubs,A-spades,K-spades,Z-N/A,Z-N/A
55,5411,players_3,CalculatedPlayer,1,5,10,0,,15,True,3-clubs,5-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5412,players_3,CalculatedPlayer,1,5,30,0,30,45,True,3-clubs,5-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5412,players_3,CalculatedPlayer,2,3,20,30,50,140,True,3-clubs,5-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5412,players_3,CalculatedPlayer,3,3,0,50,,200,False,3-clubs,5-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5413,players_3,CalculatedPlayer,1,5,30,0,30,55,True,A-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5413,players_3,CalculatedPlayer,2,3,20,30,50,145,True,A-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5413,players_3,CalculatedPlayer,3,3,0,50,50,205,False,A-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5413,players_3,CalculatedPlayer,4,3,120,50,,525,True,A-diamonds,J-diamonds,3-clubs,9-spades,K-spades,Z-N/A,Z-N/A
55,5414,players_3,CalculatedPlayer,1,5,130,0,130,365,True,10-hearts,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5414,players_3,CalculatedPlayer,2,4,149.0,130,279.0,1096.0,True,10-hearts,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5414,players_3,CalculatedPlayer,3,4,31.0,279.0,310.0,1529.0,False,10-hearts,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5414,players_3,CalculatedPlayer,4,2,20.0,310.0,,1580.0,True,10-hearts,9-hearts,2-clubs,6-clubs,7-spades,Z-N/A,Z-N/A
55,5415,players_3,CalculatedPlayer,1,4,125,5,,365,True,4-diamonds,7-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5416,players_3,CalculatedPlayer,1,4,138.0,10,,442.0,True,2-clubs,6-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5417,players_3,CalculatedPlayer,1,5,10,0,,15,True,7-diamonds,9-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5418,players_3,CalculatedPlayer,1,5,30,0,,45,True,2-spades,6-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5419,players_3,CalculatedPlayer,1,5,30,0,,55,True,6-spades,J-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5420,players_3,CalculatedPlayer,1,5,30,0,30,65,True,8-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5420,players_3,CalculatedPlayer,2,3,20,30,50,155,True,8-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5420,players_3,CalculatedPlayer,3,3,0,50,50,215,False,8-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5420,players_3,CalculatedPlayer,4,2,20,50,70,235,True,8-diamonds,J-diamonds,7-diamonds,A-hearts,K-spades,Z-N/A,Z-N/A
55,5420,players_3,CalculatedPlayer,5,2,20,70,,295,True,8-diamonds,J-diamonds,7-diamonds,A-hearts,K-spades,Z-N/A,Z-N/A
55,5421,players_3,CalculatedPlayer,1,4,25,5,,65,True,3-spades,5-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5422,players_3,CalculatedPlayer,1,4,47.0,10,57.0,178.0,True,6-clubs,6-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5422,players_3,CalculatedPlayer,2,4,50.0,57.0,107.0,425.0,True,6-clubs,6-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5422,players_3,CalculatedPlayer,3,4,0.0,107.0,107.0,535.0,False,6-clubs,6-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5422,players_3,CalculatedPlayer,4,4,20.0,107.0,,555.0,True,6-clubs,6-diamonds,4-clubs,8-spades,A-clubs,Z-N/A,Z-N/A
55,5423,players_3,CalculatedPlayer,1,5,10,0,,15,True,4-hearts,5-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,1,5,30,0,30,45,True,3-spades,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,2,4,41.0,30,71.0,254.0,True,3-spades,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,3,3,0.0,71.0,71.0,335.0,False,3-spades,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,4,2,20.0,71.0,91.0,355.0,True,3-spades,A-clubs,3-hearts,5-diamonds,J-spades,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,5,2,20.0,91.0,111.0,415.0,True,3-spades,A-clubs,3-hearts,5-diamonds,J-spades,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,6,2,0.0,111.0,111.0,455.0,False,3-spades,A-clubs,3-hearts,5-diamonds,J-spades,Z-N/A,Z-N/A
55,5424,players_3,CalculatedPlayer,7,2,20.0,111.0,131.0,475.0,True,3-spades,A-clubs,3-hearts,5-diamonds,9-spades,J-spades,Z-N/A
55,5424,players_3,CalculatedPlayer,8,2,20.0,131.0,,535.0,True,3-spades,A-clubs,3-hearts,5-diamonds,9-spades,J-spades,Z-N/A
55,5425,players_3,CalculatedPlayer,1,5,30,0,,55,True,3-diamonds,8-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5426,players_3,CalculatedPlayer,1,5,30,0,30,65,True,3-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5426,players_3,CalculatedPlayer,2,3,20,30,50,155,True,3-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5426,players_3,CalculatedPlayer,3,3,0,50,,215,False,3-spades,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5427,players_3,CalculatedPlayer,1,4,25,5,30,65,True,10-spades,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5427,players_3,CalculatedPlayer,2,4,47.0,30,77.0,278.0,True,10-spades,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5427,players_3,CalculatedPlayer,3,4,27.0,77.0,104.0,493.0,False,10-spades,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5427,players_3,CalculatedPlayer,4,4,0.0,104.0,104.0,520.0,True,10-spades,K-hearts,7-hearts,9-clubs,9-spades,Z-N/A,Z-N/A
55,5427,players_3,CalculatedPlayer,5,3,103.0,104.0,,789.0,True,10-spades,K-hearts,7-hearts,9-clubs,9-spades,Z-N/A,Z-N/A
55,5428,players_3,CalculatedPlayer,1,4,141.0,10,151.0,454.0,True,J-hearts,K-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5428,players_3,CalculatedPlayer,2,4,147.0,151.0,298.0,1183.0,True,J-hearts,K-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5428,players_3,CalculatedPlayer,3,3,0.0,298.0,298.0,1370.0,False,J-hearts,K-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5428,players_3,CalculatedPlayer,4,3,20.0,298.0,,1390.0,True,J-hearts,K-diamonds,3-clubs,5-clubs,9-diamonds,Z-N/A,Z-N/A
55,5429,players_3,CalculatedPlayer,1,5,10,0,,15,True,4-spades,6-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5430,players_3,CalculatedPlayer,1,5,30,0,,45,True,2-hearts,7-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5431,players_3,CalculatedPlayer,1,5,30,0,30,55,True,7-diamonds,9-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5431,players_3,CalculatedPlayer,2,4,147.0,30,177.0,583.0,True,7-diamonds,9-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5431,players_3,CalculatedPlayer,3,4,29.0,177.0,206.0,1006.0,False,7-diamonds,9-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
55,5431,players_3,CalculatedPlayer,4,4,120.0,206.0,,1355.0,True,7-diamonds,9-diamonds,10-hearts,3-hearts,Q-diamonds,Z-N/A,Z-N/A
55,5432,players_3,CalculatedPlayer,1,5,130,0,130,365,True,A-diamonds,K-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
