table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
13,1201,players_3,SmartPlayer,1,2,0,10,10,30,True,2-hearts,A-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
13,1201,players_3,SmartPlayer,2,2,0,10,110,30,True,2-hearts,A-clubs,A-spades,K-hearts,Q-hearts,Z-N/A,Z-N/A
13,1201,players_3,SmartPlayer,3,2,0,110,210,330,True,2-hearts,A-clubs,A-spades,K-hearts,Q-hearts,Z-N/A,Z-N/A
13,1201,players_3,SmartPlayer,4,2,0,210,210,630,False,2-hearts,A-clubs,A-spades,K-hearts,Q-hearts,Z-N/A,Z-N/A
13,1201,players_3,SmartPlayer,5,2,0,210,310,630,True,2-hearts,A-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts,Z-N/A
13,1201,players_3,SmartPlayer,6,2,0,310,410,930,True,2-hearts,A-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts,Z-N/A
13,1201,players_3,SmartPlayer,7,2,0,410,410,1230,False,2-hearts,A-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts,Z-N/A
13,1201,players_3,SmartPlayer,8,2,0,410,510,1230,True,2-hearts,A-clubs,9-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts
13,1201,players_3,SmartPlayer,9,2,0,510,610,1530,True,2-hearts,A-clubs,9-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts
13,1201,players_3,SmartPlayer,10,2,0,610,610,1830,False,2-hearts,A-clubs,9-clubs,A-spades,K-hearts,Q-diamonds,Q-hearts
13,1202,players_3,SmartPlayer,1,2,10,0,10,15,True,3-spades,J-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
13,1202,players_3,SmartPlayer,2,2,0,10,,30,True,3-spades,J-spades,6-clubs,8-diamonds,Q-clubs,Z-N/A,Z-N/A
13,1203,players_3,SmartPlayer,1,2,5,5,10,25,True,5-clubs,7-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
13,1203,players_3,SmartPlayer,2,2,0,10,,30,True,5-clubs,7-clubs,8-hearts,J-diamonds,J-hearts,Z-N/A,Z-N/A
13,1204,players_3,SmartPlayer,1,2,0,10,10,30,True,4-diamonds,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
13,1204,players_3,SmartPlayer,2,2,0,10,10,30,True,4-diamonds,K-hearts,5-hearts,6-hearts,Q-hearts,Z-N/A,Z-N/A
13,1204,players_3,SmartPlayer,3,2,0,10,110,30,True,4-diamonds,K-hearts,5-hearts,6-hearts,K-spades,Q-hearts,Z-N/A
13,1204,players_3,SmartPlayer,4,2,0,110,210,330,True,4-diamonds,K-hearts,5-hearts,6-hearts,K-spades,Q-hearts,Z-N/A
13,1204,players_3,SmartPlayer,5,2,0,210,210,630,False,4-diamonds,K-hearts,5-hearts,6-hearts,K-spades,Q-hearts,Z-N/A
