table_id,game_id,player_name,player_type,game_result,game_reason,blind_type,final_hand,beginning_balance,game_start_balance,game_end_balance,game_net_change
17,1601,players_3,SmartPlayer,lost,fold,big,,100000,100000,99990,-10
17,1602,players_3,SmartPlayer,lost,fold,None,,100000,99990,99980,-10
17,1603,players_3,SmartPlayer,lost,lost_game,small,one_pair,100000,99980,99670,-310
17,1604,players_3,SmartPlayer,won,won_game,big,two_pair,100000,99670,100490.0,820.0
17,1605,players_3,SmartPlayer,lost,fold,None,two_pair,100000,100490.0,100480.0,-10.0
17,1606,players_3,SmartPlayer,lost,fold,small,two_pair,100000,100480.0,100470.0,-10.0
17,1607,players_3,SmartPlayer,lost,fold,big,two_pair,100000,100470.0,100460.0,-10.0
17,1608,players_3,SmartPlayer,lost,fold,None,two_pair,100000,100460.0,100450.0,-10.0
17,1609,players_3,SmartPlayer,lost,fold,small,two_pair,100000,100450.0,100340.0,-110.0
17,1610,players_3,SmartPlayer,lost,fold,big,two_pair,100000,100340.0,100330.0,-10.0
17,1611,players_3,SmartPlayer,lost,fold,None,two_pair,100000,100330.0,100320.0,-10.0
17,1612,players_3,SmartPlayer,lost,fold,small,two_pair,100000,100320.0,100310.0,-10.0
17,1613,players_3,SmartPlayer,lost,fold,big,two_pair,100000,100310.0,100300.0,-10.0
17,1614,players_3,SmartPlayer,lost,fold,None,two_pair,100000,100300.0,100290.0,-10.0
17,1615,players_3,SmartPlayer,lost,fold,small,two_pair,100000,100290.0,100280.0,-10.0
17,1616,players_3,SmartPlayer,lost,fold,big,two_pair,100000,100280.0,100270.0,-10.0
17,1617,players_3,SmartPlayer,won,won_game,None,one_pair,100000,100270.0,101490.0,1220.0
17,1618,players_3,SmartPlayer,lost,fold,small,one_pair,100000,101490.0,101480.0,-10.0
17,1619,players_3,SmartPlayer,lost,fold,big,one_pair,100000,101480.0,101470.0,-10.0
17,1620,players_3,SmartPlayer,lost,fold,None,one_pair,100000,101470.0,101360.0,-110.0
17,1621,players_3,SmartPlayer,won,won_game,small,two_pair,100000,101360.0,101980.0,620.0
17,1622,players_3,SmartPlayer,lost,lost_game,big,one_pair,100000,101980.0,101770.0,-210.0
17,1623,players_3,SmartPlayer,lost,fold,None,one_pair,100000,101770.0,101760.0,-10.0
17,1624,players_3,SmartPlayer,won,won_game,small,two_pair,100000,101760.0,102180.0,420.0
17,1625,players_3,SmartPlayer,lost,fold,big,two_pair,100000,102180.0,102170.0,-10.0
17,1626,players_3,SmartPlayer,lost,fold,None,two_pair,100000,102170.0,102060.0,-110.0
17,1627,players_3,SmartPlayer,won,won_game,small,two_pair,100000,102060.0,102680.0,620.0
17,1628,players_3,SmartPlayer,lost,fold,big,two_pair,100000,102680.0,102670.0,-10.0
17,1629,players_3,SmartPlayer,lost,fold,None,two_pair,100000,102670.0,102660.0,-10.0
17,1630,players_3,SmartPlayer,won,won_game,small,two_pair,100000,102660.0,102880.0,220.0
17,1631,players_3,SmartPlayer,lost,lost_game,big,two_pair,100000,102880.0,102670.0,-210.0
17,1632,players_3,SmartPlayer,lost,fold,None,two_pair,100000,102670.0,102660.0,-10.0
17,1633,players_3,SmartPlayer,lost,lost_game,small,two_pair,100000,102660.0,102550.0,-110.0
17,1634,players_3,SmartPlayer,lost,fold,big,two_pair,100000,102550.0,102540.0,-10.0
17,1635,players_3,SmartPlayer,lost,fold,None,two_pair,100000,102540.0,102530.0,-10.0
17,1636,players_3,SmartPlayer,won,won_game,small,two_pair,100000,102530.0,103350.0,820.0
17,1637,players_3,SmartPlayer,lost,lost_game,big,two_pair,100000,103350.0,103140.0,-210.0
17,1638,players_3,SmartPlayer,won,won_game,None,one_pair,100000,103140.0,103360.0,220.0
17,1639,players_3,SmartPlayer,lost,fold,small,one_pair,100000,103360.0,103350.0,-10.0
17,1640,players_3,SmartPlayer,lost,fold,big,one_pair,100000,103350.0,103340.0,-10.0
17,1641,players_3,SmartPlayer,won,won_game,None,straight,100000,103340.0,103960.0,620.0
17,1642,players_3,SmartPlayer,lost,fold,small,straight,100000,103960.0,103950.0,-10.0
17,1643,players_3,SmartPlayer,lost,fold,big,straight,100000,103950.0,103940.0,-10.0
17,1644,players_3,SmartPlayer,lost,fold,None,straight,100000,103940.0,103930.0,-10.0
17,1645,players_3,SmartPlayer,lost,fold,small,straight,100000,103930.0,103920.0,-10.0
17,1646,players_3,SmartPlayer,won,won_game,big,two_pair,100000,103920.0,104740.0,820.0
17,1647,players_3,SmartPlayer,lost,fold,None,two_pair,100000,104740.0,104730.0,-10.0
17,1648,players_3,SmartPlayer,lost,fold,small,two_pair,100000,104730.0,104720.0,-10.0
17,1649,players_3,SmartPlayer,lost,fold,big,two_pair,100000,104720.0,104710.0,-10.0
17,1650,players_3,SmartPlayer,lost,fold,None,two_pair,100000,104710.0,104700.0,-10.0
17,1651,players_3,SmartPlayer,lost,fold,small,two_pair,100000,104700.0,104690.0,-10.0
17,1652,players_3,SmartPlayer,won,won_game,big,full_house,100000,104690.0,105910.0,1220.0
17,1653,players_3,SmartPlayer,lost,lost_game,None,one_pair,100000,105910.0,105700.0,-210.0
17,1654,players_3,SmartPlayer,lost,lost_game,small,one_pair,100000,105700.0,105590.0,-110.0
17,1655,players_3,SmartPlayer,lost,fold,big,one_pair,100000,105590.0,105580.0,-10.0
17,1656,players_3,SmartPlayer,lost,fold,None,one_pair,100000,105580.0,105470.0,-110.0
17,1657,players_3,SmartPlayer,lost,lost_game,small,three_of_kind,100000,105470.0,105260.0,-210.0
17,1658,players_3,SmartPlayer,won,won_game,big,three_of_kind,100000,105260.0,106480.0,1220.0
17,1659,players_3,SmartPlayer,lost,lost_game,None,one_pair,100000,106480.0,105870.0,-610.0
17,1660,players_3,SmartPlayer,lost,fold,small,one_pair,100000,105870.0,105860.0,-10.0
17,1661,players_3,SmartPlayer,lost,fold,big,one_pair,100000,105860.0,105750.0,-110.0
17,1662,players_3,SmartPlayer,lost,lost_game,None,two_pair,100000,105750.0,105740.0,-10.0
17,1663,players_3,SmartPlayer,lost,lost_game,small,one_pair,100000,105740.0,105330.0,-410.0
17,1664,players_3,SmartPlayer,lost,fold,big,one_pair,100000,105330.0,105320.0,-10.0
17,1665,players_3,SmartPlayer,lost,lost_game,None,one_pair,100000,105320.0,104910.0,-410.0
17,1666,players_3,SmartPlayer,lost,fold,small,one_pair,100000,104910.0,104900.0,-10.0
17,1667,players_3,SmartPlayer,lost,fold,big,one_pair,100000,104900.0,104790.0,-110.0
17,1668,players_3,SmartPlayer,won,won_game,None,two_pair,100000,104790.0,106210.0,1420.0
17,1669,players_3,SmartPlayer,lost,fold,small,two_pair,100000,106210.0,106200.0,-10.0
17,1670,players_3,SmartPlayer,won,won_game,big,two_pair,100000,106200.0,107020.0,820.0
17,1671,players_3,SmartPlayer,won,won_game,None,two_pair,100000,107020.0,107840.0,820.0
17,1672,players_3,SmartPlayer,lost,fold,small,two_pair,100000,107840.0,107830.0,-10.0
17,1673,players_3,SmartPlayer,lost,lost_game,big,two_pair,100000,107830.0,107520.0,-310.0
17,1674,players_3,SmartPlayer,lost,fold,None,two_pair,100000,107520.0,107510.0,-10.0
17,1675,players_3,SmartPlayer,lost,fold,small,two_pair,100000,107510.0,107500.0,-10.0
17,1676,players_3,SmartPlayer,won,won_game,big,flush,100000,107500.0,107500.0,0.0
17,1677,players_3,SmartPlayer,lost,lost_game,None,two_pair,100000,107500.0,106890.0,-610.0
17,1678,players_3,SmartPlayer,lost,fold,small,two_pair,100000,106890.0,106880.0,-10.0
17,1679,players_3,SmartPlayer,lost,fold,big,two_pair,100000,106880.0,106870.0,-10.0
17,1680,players_3,SmartPlayer,won,won_game,None,one_pair,100000,106870.0,107290.0,420.0
17,1681,players_3,SmartPlayer,lost,fold,small,one_pair,100000,107290.0,107280.0,-10.0
17,1682,players_3,SmartPlayer,lost,fold,big,one_pair,100000,107280.0,107270.0,-10.0
17,1683,players_3,SmartPlayer,lost,fold,None,one_pair,100000,107270.0,107260.0,-10.0
17,1684,players_3,SmartPlayer,won,won_game,small,two_pair,100000,107260.0,107880.0,620.0
17,1685,players_3,SmartPlayer,won,won_game,big,full_house,100000,107880.0,109100.0,1220.0
17,1686,players_3,SmartPlayer,lost,lost_game,None,one_pair,100000,109100.0,108490.0,-610.0
17,1687,players_3,SmartPlayer,lost,fold,small,one_pair,100000,108490.0,108480.0,-10.0
17,1688,players_3,SmartPlayer,lost,lost_game,big,two_pair,100000,108480.0,108170.0,-310.0
17,1689,players_3,SmartPlayer,won,won_game,None,straight,100000,108170.0,108170.0,0.0
17,1690,players_3,SmartPlayer,lost,fold,small,straight,100000,108170.0,107960.0,-210.0
17,1691,players_3,SmartPlayer,lost,lost_game,big,one_pair,100000,107960.0,107750.0,-210.0
17,1692,players_3,SmartPlayer,lost,lost_game,None,two_pair,100000,107750.0,107140.0,-610.0
17,1693,players_3,SmartPlayer,won,won_game,small,three_of_kind,100000,107140.0,107760.0,620.0
17,1694,players_3,SmartPlayer,lost,fold,big,three_of_kind,100000,107760.0,107750.0,-10.0
