table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
50,4901,players_3,AlwaysCallPlayer,1,5,10,0,10,35,True,10-clubs,Q-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4901,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,10-clubs,Q-hearts,4-clubs,6-hearts,9-hearts,Z-N/A,Z-N/A
50,4901,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,10-clubs,Q-hearts,10-hearts,4-clubs,6-hearts,9-hearts,Z-N/A
50,4901,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,10-clubs,Q-hearts,10-hearts,4-clubs,6-hearts,9-hearts,K-diamonds
50,4902,players_3,AlwaysCallPlayer,1,5,10,0,10,45,True,J-clubs,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4902,players_3,AlwaysCallPlayer,2,5,100,10,110,360,True,J-clubs,J-hearts,9-spades,A-spades,Q-hearts,Z-N/A,Z-N/A
50,4902,players_3,AlwaysCallPlayer,3,5,0,110,110,660,True,J-clubs,J-hearts,9-spades,A-spades,Q-hearts,Z-N/A,Z-N/A
50,4902,players_3,AlwaysCallPlayer,4,5,0,110,110,660,True,J-clubs,J-hearts,2-clubs,9-spades,A-spades,Q-hearts,Z-N/A
50,4902,players_3,AlwaysCallPlayer,5,5,0,110,110,660,True,J-clubs,J-hearts,2-clubs,4-spades,9-spades,A-spades,Q-hearts
50,4903,players_3,AlwaysCallPlayer,1,5,5,5,10,55,True,4-clubs,7-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4903,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,4-clubs,7-spades,3-diamonds,5-clubs,9-spades,Z-N/A,Z-N/A
50,4903,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,4-clubs,7-spades,2-spades,3-diamonds,5-clubs,9-spades,Z-N/A
50,4903,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,4-clubs,7-spades,2-spades,3-diamonds,5-clubs,5-spades,9-spades
50,4904,players_3,AlwaysCallPlayer,1,5,0,10,10,60,True,4-diamonds,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4904,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,4-diamonds,J-diamonds,3-clubs,A-clubs,K-clubs,Z-N/A,Z-N/A
50,4904,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,4-diamonds,J-diamonds,3-clubs,A-clubs,K-clubs,K-hearts,Z-N/A
50,4904,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,4-diamonds,J-diamonds,3-clubs,4-spades,A-clubs,K-clubs,K-hearts
50,4905,players_3,AlwaysCallPlayer,1,5,10,0,10,15,True,9-diamonds,A-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4905,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,9-diamonds,A-hearts,10-spades,4-hearts,A-diamonds,Z-N/A,Z-N/A
50,4905,players_3,AlwaysCallPlayer,3,5,100,10,110,360,True,9-diamonds,A-hearts,10-spades,4-hearts,A-diamonds,Z-N/A,Z-N/A
50,4905,players_3,AlwaysCallPlayer,4,5,100,110,210,960,False,9-diamonds,A-hearts,10-spades,4-hearts,A-diamonds,Z-N/A,Z-N/A
50,4905,players_3,AlwaysCallPlayer,5,5,0,210,210,1260,True,9-diamonds,A-hearts,10-spades,4-hearts,5-clubs,A-diamonds,Z-N/A
50,4905,players_3,AlwaysCallPlayer,6,5,0,210,210,1260,True,9-diamonds,A-hearts,10-spades,4-hearts,5-clubs,A-clubs,A-diamonds
50,4905,players_3,AlwaysCallPlayer,7,5,100,210,310,1560,True,9-diamonds,A-hearts,10-spades,4-hearts,5-clubs,A-clubs,A-diamonds
50,4905,players_3,AlwaysCallPlayer,8,5,100,310,410,2160,False,9-diamonds,A-hearts,10-spades,4-hearts,5-clubs,A-clubs,A-diamonds
50,4906,players_3,AlwaysCallPlayer,1,5,10,0,10,25,True,J-clubs,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4906,players_3,AlwaysCallPlayer,2,4,0,10,10,60,True,J-clubs,K-spades,2-hearts,3-hearts,3-spades,Z-N/A,Z-N/A
50,4906,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,J-clubs,K-spades,2-hearts,3-hearts,3-spades,K-clubs,Z-N/A
50,4906,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,J-clubs,K-spades,2-hearts,3-hearts,3-spades,K-clubs,Q-clubs
50,4907,players_3,AlwaysCallPlayer,1,5,10,0,10,35,True,4-spades,8-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4907,players_3,AlwaysCallPlayer,2,4,0,10,10,60,True,4-spades,8-clubs,5-diamonds,9-spades,A-spades,Z-N/A,Z-N/A
50,4907,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,4-spades,8-clubs,5-diamonds,8-diamonds,9-spades,A-spades,Z-N/A
50,4907,players_3,AlwaysCallPlayer,4,4,0,10,10,60,True,4-spades,8-clubs,3-hearts,5-diamonds,8-diamonds,9-spades,A-spades
50,4908,players_3,AlwaysCallPlayer,1,5,110,0,110,345,True,3-hearts,J-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4908,players_3,AlwaysCallPlayer,2,4,0,110,110,660,True,3-hearts,J-diamonds,6-diamonds,A-hearts,K-diamonds,Z-N/A,Z-N/A
50,4908,players_3,AlwaysCallPlayer,3,4,0,110,110,660,True,3-hearts,J-diamonds,10-hearts,6-diamonds,A-hearts,K-diamonds,Z-N/A
50,4908,players_3,AlwaysCallPlayer,4,4,0,110,110,660,True,3-hearts,J-diamonds,10-hearts,10-spades,6-diamonds,A-hearts,K-diamonds
50,4909,players_3,AlwaysCallPlayer,1,5,5,5,10,55,True,2-clubs,K-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
50,4909,players_3,AlwaysCallPlayer,2,5,0,10,10,60,True,2-clubs,K-hearts,7-clubs,7-hearts,A-diamonds,Z-N/A,Z-N/A
50,4909,players_3,AlwaysCallPlayer,3,4,0,10,10,60,True,2-clubs,K-hearts,5-spades,7-clubs,7-hearts,A-diamonds,Z-N/A
