table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
21,2001,players_1,AlwaysCallPlayer,1,3,10,0,10,15,True,5-hearts,7-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
21,2001,players_1,AlwaysCallPlayer,2,3,100,10,110,140,True,5-hearts,7-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
21,2001,players_1,AlwaysCallPlayer,3,3,100,110,210,540,True,5-hearts,7-diamonds,2-spades,4-clubs,5-spades,Z-N/A,Z-N/A
21,2001,players_1,AlwaysCallPlayer,4,3,0,210,210,840,True,5-hearts,7-diamonds,2-spades,4-clubs,5-spades,Z-N/A,Z-N/A
21,2001,players_1,AlwaysCallPlayer,5,2,0,210,210,840,True,5-hearts,7-diamonds,2-spades,3-diamonds,4-clubs,5-spades,Z-N/A
21,2001,players_1,AlwaysCallPlayer,6,2,0,210,210,840,True,5-hearts,7-diamonds,2-spades,3-diamonds,4-clubs,5-spades,K-diamonds
21,2002,players_1,AlwaysCallPlayer,1,3,10,0,10,25,True,6-clubs,J-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
21,2002,players_1,AlwaysCallPlayer,2,2,0,10,10,40,True,6-clubs,J-hearts,5-hearts,J-spades,K-hearts,Z-N/A,Z-N/A
21,2002,players_1,AlwaysCallPlayer,3,2,0,10,10,40,True,6-clubs,J-hearts,5-hearts,J-clubs,J-spades,K-hearts,Z-N/A
21,2002,players_1,AlwaysCallPlayer,4,2,0,10,10,40,True,6-clubs,J-hearts,10-spades,5-hearts,J-clubs,J-spades,K-hearts
21,2003,players_1,AlwaysCallPlayer,1,3,5,5,10,35,True,10-spades,8-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
21,2003,players_1,AlwaysCallPlayer,2,3,0,10,10,40,True,10-spades,8-diamonds,6-hearts,A-spades,Q-clubs,Z-N/A,Z-N/A
21,2003,players_1,AlwaysCallPlayer,3,2,0,10,10,40,True,10-spades,8-diamonds,6-hearts,A-spades,Q-clubs,Q-hearts,Z-N/A
