table_id,game_id,player_name,player_type,bet_number,opponents,call,current,final,pot,allowed,hand1,hand2,community1,community2,community3,community4,community5
6,501,players_1,AlwaysCallPlayer,1,1,5,5,10,15,True,6-clubs,9-clubs,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,501,players_1,AlwaysCallPlayer,2,1,0,10,10,20,True,6-clubs,9-clubs,3-clubs,5-clubs,K-clubs,Z-N/A,Z-N/A
6,501,players_1,AlwaysCallPlayer,3,1,0,10,10,20,True,6-clubs,9-clubs,3-clubs,5-clubs,5-diamonds,K-clubs,Z-N/A
6,501,players_1,AlwaysCallPlayer,4,1,0,10,10,20,True,6-clubs,9-clubs,3-clubs,5-clubs,5-diamonds,6-spades,K-clubs
6,502,players_1,AlwaysCallPlayer,1,1,0,10,10,20,True,10-hearts,6-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,502,players_1,AlwaysCallPlayer,2,1,0,10,10,20,True,10-hearts,6-hearts,10-diamonds,5-hearts,8-spades,Z-N/A,Z-N/A
6,502,players_1,AlwaysCallPlayer,3,1,0,10,10,20,True,10-hearts,6-hearts,10-diamonds,5-hearts,6-clubs,8-spades,Z-N/A
6,502,players_1,AlwaysCallPlayer,4,1,0,10,10,20,True,10-hearts,6-hearts,10-diamonds,10-spades,5-hearts,6-clubs,8-spades
6,503,players_1,AlwaysCallPlayer,1,1,5,5,10,15,True,5-spades,8-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,503,players_1,AlwaysCallPlayer,2,1,0,10,10,20,True,5-spades,8-hearts,9-clubs,A-spades,J-diamonds,Z-N/A,Z-N/A
6,503,players_1,AlwaysCallPlayer,3,1,0,10,10,20,True,5-spades,8-hearts,2-diamonds,9-clubs,A-spades,J-diamonds,Z-N/A
6,504,players_1,AlwaysCallPlayer,1,1,0,10,10,20,True,9-spades,J-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,504,players_1,AlwaysCallPlayer,2,1,100,10,110,120,True,9-spades,J-spades,2-diamonds,A-diamonds,Q-hearts,Z-N/A,Z-N/A
6,504,players_1,AlwaysCallPlayer,3,1,100,110,210,320,True,9-spades,J-spades,2-diamonds,8-hearts,A-diamonds,Q-hearts,Z-N/A
6,504,players_1,AlwaysCallPlayer,4,1,100,210,310,520,True,9-spades,J-spades,2-diamonds,8-hearts,9-diamonds,A-diamonds,Q-hearts
6,505,players_1,AlwaysCallPlayer,1,1,5,5,10,15,True,6-hearts,A-diamonds,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,505,players_1,AlwaysCallPlayer,2,1,0,10,10,20,True,6-hearts,A-diamonds,3-diamonds,9-diamonds,J-spades,Z-N/A,Z-N/A
6,505,players_1,AlwaysCallPlayer,3,1,0,10,10,20,True,6-hearts,A-diamonds,3-diamonds,4-hearts,9-diamonds,J-spades,Z-N/A
6,505,players_1,AlwaysCallPlayer,4,1,0,10,10,20,True,6-hearts,A-diamonds,3-diamonds,4-hearts,9-diamonds,J-spades,Q-clubs
6,506,players_1,AlwaysCallPlayer,1,1,0,10,10,20,True,5-clubs,8-hearts,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,506,players_1,AlwaysCallPlayer,2,0,0,10,10,20,True,5-clubs,8-hearts,10-diamonds,10-hearts,2-diamonds,Z-N/A,Z-N/A
6,507,players_1,AlwaysCallPlayer,1,1,5,5,10,15,True,5-diamonds,K-spades,Z-N/A,Z-N/A,Z-N/A,Z-N/A,Z-N/A
6,507,players_1,AlwaysCallPlayer,2,0,0,10,10,20,True,5-diamonds,K-spades,10-diamonds,6-spades,Q-spades,Z-N/A,Z-N/A
